State,Agency Type,Agency Name,Population,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society
State,Agency Type,Agency Name,Population,Assault Offenses,Aggravated Assault,Simple Assault,Intimidation,Homicide Offenses,Murder and Nonnegligent Manslaughter,Negligent Manslaughter,Justifiable Homicide,Kidnapping Abduction,Sex Offenses,Rape,Sodomy,Sexual Assault With An Object,Fondling,"Sex Offenses, Nonforcible",Incest,Statutory Rape,Arson,Bribery,Burglary Breaking & Entering,Counter- feiting Forgery,Destruction Damage Vandalism,Embezzle- ment,Extortion Blackmail,Fraud Offenses,False Pretenses Swindle Confidence Game,Credit Card Automated Teller Machine Fraud,Imperson- ation,Welfare Fraud,Wire Fraud,Larceny- Theft Offenses,Pocket- picking,Purse- snatching,Shop- lifting,Theft From Building,Theft From Coin- operated Machine,Theft From Motor Vehicle,Theft of Motor Vehicle Parts or Accessories,All Other Larceny,Motor Vehicle Theft,Robbery,Stolen Property Offenses,Drug Narcotic Offenses,Drug Narcotic Violations,Drug Equipment Violations,Gambling Offenses,Betting Wagering,Operating Promoting Assisting Gambling,Gambling Equipment Violations,Sports Tampering,Porno- graphy Obscene Material,Prost- itution Offenses,Prost- itution,Assisting or Pro- moting Prost- itution,Weapon Law Violations
KANSAS,Cities,Emporia,25099,324,26,298,,,,,,13,26,25,1,,,,,,1,,133,47,464,1,,64,,64,,,,673,,2,91,55,4,146,19,356,26,7,1,92,88,4,,,,,,,,,,10
KANSAS,Cities,Eudora,6249,78,14,39,25,,,,,6,4,3,,,1,,,,2,,20,13,44,,,24,15,3,6,,,57,,,5,11,,12,2,27,2,,2,3,2,1,,,,,,,,,,1
KANSAS,Cities,Fairway,3965,6,,4,2,,,,,,1,1,,,,,,,,,6,,8,,,13,,7,6,,,22,,,,7,,6,5,4,1,1,,20,12,8,,,,,,,,,,
KANSAS,Cities,Fort Scott,8031,244,45,170,29,,,,,12,23,5,2,,16,,,,3,,77,34,197,1,,63,37,24,1,1,,247,,,29,57,5,47,33,76,19,1,2,79,39,40,,,,,,3,,,,3
KANSAS,Cities,Frontenac,3463,39,6,23,10,,,,,1,2,2,,,,,,,,,21,2,28,,,9,5,1,3,,,39,,,,8,1,11,6,13,6,,,14,6,8,,,,,,,,,,
KANSAS,Cities,Galena,3070,76,14,59,3,,,,,,3,2,,,1,,,,,,54,5,74,,,13,5,8,,,,121,,,2,20,,19,23,57,10,1,1,26,15,11,,,,,,1,,,,2
KANSAS,Cities,Garden City,27017,549,96,403,50,1,,1,,22,34,11,4,,19,6,,6,13,,88,90,461,18,1,205,96,87,22,,,657,1,2,183,95,,119,79,178,24,9,10,372,222,150,8,,4,4,,2,1,,1,39
KANSAS,Cities,Gardner,19532,288,28,198,62,,,,,12,19,5,4,,10,,,,4,,68,12,166,2,,71,21,41,9,,,258,,,48,48,,35,24,103,17,2,6,110,61,49,,,,,,2,,,,13
KANSAS,Cities,Garnett,3419,48,8,38,2,,,,,5,3,,1,,2,1,,1,2,,26,10,56,,,24,9,13,2,,,80,,,7,14,,8,12,39,4,,,24,13,11,,,,,,,,,,1
KANSAS,Cities,Girard,2810,59,5,49,5,,,,,1,4,1,2,,1,,,,1,,9,2,18,,,8,6,1,1,,,43,,,7,18,,14,,4,1,,,4,2,2,,,,,,,,,,
KANSAS,Cities,Goddard,4389,25,2,16,7,,,,,1,2,,1,,1,2,,2,1,,19,4,46,3,,11,2,5,4,,,72,1,,5,4,1,19,12,30,2,1,,49,24,25,,,,,,,,,,2
KANSAS,Cities,Grandview Plaza,1611,72,6,64,2,,,,,3,2,1,,,1,,,,1,,7,2,31,,,9,2,5,2,,,29,,,2,11,,6,7,3,5,,1,23,11,12,,,,,,,,,,2
KANSAS,Cities,Great Bend,16174,608,83,375,150,,,,,10,21,6,5,,10,,,,3,,143,51,367,10,,148,61,71,16,,,555,,,83,105,,74,60,233,32,6,,107,58,49,,,,,,1,1,1,,9
KANSAS,Cities,Halstead,2106,9,3,4,2,,,,,1,,,,,,,,,1,,9,2,23,,,4,2,1,1,,,21,,,,5,,6,2,8,,,,4,2,2,,,,,,,,,,
KANSAS,Cities,Haven,1247,9,,6,3,,,,,,1,1,,,,,,,,,4,,14,,,3,,2,1,,,11,,,1,3,,3,,4,3,,,3,2,1,,,,,,1,,,,
KANSAS,Cities,Hays,20823,346,86,235,25,,,,,11,17,7,,,10,2,,2,3,,68,70,333,6,,103,32,58,13,,,524,,,103,50,,110,23,238,34,6,9,469,245,224,,,,,,2,,,,41
KANSAS,Cities,Haysville,10939,294,27,239,28,,,,,6,38,15,7,,16,1,,1,4,,58,6,168,1,1,93,12,77,4,,,213,,,10,39,2,48,24,90,14,2,7,110,57,53,,,,,,2,1,,1,10
KANSAS,Cities,Herington,2538,35,3,28,4,,,,,,4,,,,4,1,,1,,,17,,20,,,3,1,2,,,,28,,,,8,,4,3,13,6,,,4,2,2,,,,,,,,,,
KANSAS,Cities,Hesston,3744,15,3,7,5,,,,,,,,,,,,,,,,12,1,36,,,7,1,2,4,,,51,,,,7,1,13,5,25,2,1,1,11,6,5,,,,,,,,,,2
KANSAS,Cities,Hiawatha,3197,66,1,53,12,,,,,1,,,,,,,,,,,8,4,25,1,,11,2,8,1,,,86,,1,17,25,,12,3,28,3,,,13,9,4,,,,,,,,,,2
KANSAS,Cities,Hoisington,2737,37,5,27,5,,,,,1,5,,1,,4,,,,1,,20,3,33,,,10,5,1,4,,,38,,,3,8,,7,2,18,4,,1,26,13,13,,,,,,,,,,2
KANSAS,Cities,Holcomb,2123,18,,15,3,,,,,,,,,,,,,,,,9,1,16,,,4,,4,,,,33,,,,9,,14,,10,,,1,1,,1,,,,,,,,,,
KANSAS,Cities,Holton,3339,43,5,32,6,,,,,1,1,,,,1,,,,,,17,4,34,1,,12,6,1,5,,,81,,,7,12,1,22,11,28,4,,5,59,30,29,,,,,,,,,,4
KANSAS,Cities,Horton,1789,65,4,57,4,,,,,1,3,2,1,,,,,,,,15,2,24,,,3,2,,1,,,27,,1,5,7,,3,2,9,2,,,29,15,14,,,,,,,,,,
KANSAS,Cities,Hugoton,3849,18,2,15,1,,,,,,,,,,,,,,,,1,,8,,,,,,,,,11,,,2,2,,,1,6,1,,,8,4,4,,,,,,,,,,
KANSAS,Cities,Hutchinson,42357,1602,211,967,424,1,1,,,33,64,26,8,,30,4,,4,21,,499,228,1344,32,,721,313,347,51,10,,1898,,,458,457,,328,203,452,131,25,22,385,199,186,,,,,,8,2,1,1,39
KANSAS,Cities,Inman,1387,16,1,8,7,,,,,1,,,,,,,,,,,4,,9,1,,6,2,3,1,,,12,,,2,2,,1,1,6,,,,6,3,3,,,,,,,,,,
KANSAS,Cities,Iola,5716,159,22,96,41,,,,,2,10,5,,,5,,,,1,,44,30,132,2,,60,32,14,14,,,253,,,32,19,,61,2,139,5,1,3,94,51,43,2,,1,1,,,,,,8
KANSAS,Cities,Junction City,24138,771,140,539,92,1,1,,,31,25,9,2,,14,,,,5,,155,41,443,1,,109,46,55,8,,,450,1,,138,84,3,76,49,99,25,13,2,235,133,102,,,,,,3,1,1,,25
KANSAS,Cities,Kingman,3192,55,10,42,3,,,,,1,,,,,,,,,,,16,12,44,,,7,3,1,3,,,32,,,,10,,5,1,16,3,,,32,16,16,3,1,1,1,,,,,,1
KANSAS,Cities,Kiowa,1036,7,,7,,,,,,,1,1,,,,,,,1,,2,,6,,,,,,,,,3,,,,,,2,1,,2,,,2,,2,,,,,,,,,,
KANSAS,Cities,La Cygne,1150,15,2,10,3,,,,,,1,,,,1,,,,,,1,,6,,,1,1,,,,,1,,,,,,,,1,1,,,3,2,1,,,,,,,,,,1
KANSAS,Cities,Lansing,11443,115,17,71,27,,,,,2,12,2,,,10,,,,1,,29,2,48,1,,15,5,9,1,,,38,,,,7,,24,2,5,3,2,2,25,13,12,,,,,,1,,,,1
KANSAS,Cities,Larned,4101,125,17,75,33,,,,,5,9,5,1,,3,1,,1,1,,30,8,82,1,,29,12,17,,,,79,,,9,19,,21,4,26,4,,1,16,9,7,,,,,,1,,,,4
KANSAS,Cities,Lawrence,89180,2427,267,1739,421,,,,,108,116,55,11,,50,6,1,5,26,,602,402,1817,24,1,982,332,567,62,21,,3199,20,17,459,484,11,859,85,1264,206,53,39,644,361,283,,,,,,2,8,4,4,71
KANSAS,Cities,Leavenworth,35857,1084,203,719,162,,,,,31,40,15,6,,19,1,,1,9,,243,30,641,25,1,207,61,116,27,3,,854,1,1,175,232,1,164,79,201,79,30,25,428,236,192,,,,,,4,,,,44
KANSAS,Cities,Leawood,32554,116,9,76,31,1,1,,,5,9,4,1,,4,,,,,,82,26,153,4,,72,20,11,41,,,371,1,3,123,95,1,103,14,31,12,5,9,234,115,119,,,,,,,3,1,2,11
KANSAS,Cities,Lebo,937,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANSAS,Cities,Lenexa,49222,456,44,321,91,2,1,1,,9,29,9,4,,16,,,,14,,94,43,408,8,,58,20,16,22,,,758,,6,101,207,3,170,137,134,99,5,26,637,348,289,,,,,,1,12,10,2,28
KANSAS,Cities,Liberal,20968,289,52,221,16,,,,,22,18,8,5,,5,1,,1,,,151,44,453,6,,112,34,53,25,,,405,,,78,50,1,82,57,137,18,7,1,194,101,93,,,,,,2,,,,14
KANSAS,Cities,Lindsborg,3483,19,2,11,6,,,,,1,3,1,,,2,,,,1,,13,1,35,,,10,2,8,,,,43,,,,8,,4,,31,,1,,16,10,6,,,,,,,,,,
KANSAS,Cities,Louisburg,4327,17,,12,5,,,,,,,,,,,1,,1,,,9,,12,,,8,,8,,,,38,,,4,1,,14,2,17,1,,2,17,8,9,,,,,,,,,,2
KANSAS,Cities,Maize,3455,65,13,29,23,,,,,,,,,,,,,,,,10,6,47,,,13,4,3,6,,,58,,,4,5,,16,4,29,1,,,21,10,11,,,,,,,,,,1
KANSAS,Cities,Marion,1918,27,3,17,7,,,,,1,,,,,,,,,,,10,,26,,,1,,1,,,,11,,,,2,,5,,4,,,,8,4,4,,,,,,,,,,
KANSAS,Cities,Marysville,3278,45,8,21,16,,,,,,2,1,,,1,,,,,,14,5,47,1,,18,9,6,3,,,58,,,12,14,1,6,3,22,3,,1,15,10,5,,,,,,,,,,1
KANSAS,Cities,McPherson,13249,400,25,278,97,1,1,,,12,12,5,1,,6,,,,2,,119,14,253,,,39,10,17,12,,,316,3,3,41,67,,72,10,120,18,1,2,102,56,46,,,,,,7,,,,6
KANSAS,Cities,Merriam,11237,238,33,161,44,2,2,,,7,21,8,1,,12,,,,,,59,11,223,1,1,57,13,25,19,,,428,,1,44,62,2,172,27,120,79,12,5,92,58,34,,,,,,1,33,12,21,8
KANSAS,Cities,Minneapolis,2052,16,,12,4,,,,,1,4,1,,,3,,,,,,6,,19,,,2,1,,1,,,29,,,2,4,,6,3,14,3,1,,12,6,6,,,,,,,,,,2
KANSAS,Cities,Mission Hills,3572,4,,4,,,,,,,,,,,,,,,,,6,,16,,,2,,,2,,,18,,,,,,14,,4,1,1,,20,9,11,,,,,,,,,,
KANSAS,Cities,Moran,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANSAS,Cities,Mulvane,6158,53,6,38,9,,,,,,1,,,,1,1,,1,,,18,8,37,,,53,13,31,9,,,96,,,1,35,,13,5,42,9,2,,69,40,29,,,,,,2,,,,3
KANSAS,Cities,Neodesha,2470,33,5,24,4,,,,,,1,1,,,,,,,1,,11,2,22,,,8,3,4,1,,,49,,,3,8,,5,4,29,1,,1,31,15,16,,,,,,,,,,3
KANSAS,Cities,Newton,19328,489,99,308,82,,,,,22,35,7,6,,22,,,,2,,136,77,336,7,,180,83,76,21,,,505,2,,105,87,4,73,41,193,28,4,8,361,188,173,,,,,,3,,,,18
KANSAS,Cities,North Newton,1774,1,,1,,,,,,,1,,,,1,,,,,,4,,6,1,,5,,5,,,,13,,,,10,1,,,2,,,,4,2,2,,,,,,,,,,
KANSAS,Cities,Norton,2923,35,2,30,3,,,,,1,4,2,1,,1,1,,1,,,11,3,29,2,,9,4,3,2,,,46,2,,2,18,1,8,3,12,3,,,5,2,3,,,,,,,,,,
KANSAS,Cities,Onaga,717,4,,4,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,
KANSAS,Cities,Osage City,2960,60,11,37,12,,,,,4,,,,,,,,,2,,19,1,31,1,,3,2,,1,,,73,,,5,14,,19,3,32,3,,,11,6,5,,,,,,,,,,1
KANSAS,Cities,Osawatomie,4460,67,16,43,8,,,,,2,11,8,1,,2,,,,,,13,1,36,,,6,1,5,,,,105,,,21,15,,17,7,45,8,,,28,14,14,,,,,,,,,,1
KANSAS,Cities,Oswego,1830,14,1,11,2,,,,,,,,,,,,,,,,10,1,12,,,3,2,1,,,,16,,,1,4,,3,2,6,5,,,19,10,9,,,,,,,,,,1
KANSAS,Cities,Ottawa,12684,190,26,143,21,,,,,9,16,9,1,,6,2,,2,5,,55,38,136,1,,87,46,25,16,,,245,,,56,31,,49,22,87,8,2,3,128,62,66,,,,,,1,,,,3
KANSAS,Cities,Paola,5619,111,10,93,8,,,,,1,7,3,4,,,1,,1,2,,31,24,92,5,,45,28,11,6,,,197,,,60,35,5,26,11,60,7,,2,96,49,47,,,,,,,,,,5
KANSAS,Cities,Park City,7373,126,8,96,22,,,,,2,10,1,,,9,,,,1,,26,16,131,4,,29,12,3,14,,,143,1,,5,11,,33,10,83,15,4,5,108,59,49,,,,,,1,,,,10
KANSAS,Cities,Parsons,10507,474,52,368,54,,,,,14,14,6,3,,5,1,,1,4,,104,89,289,2,,311,91,212,6,2,,345,,,41,58,2,73,19,152,11,4,7,159,85,74,,,,,,,,,,19
KANSAS,Cities,Prairie Village,21906,88,7,67,14,,,,,3,9,3,2,,4,,,,2,,50,10,107,,,28,10,4,14,,,180,,1,13,30,,86,4,46,14,3,3,180,104,76,,,,,,,28,11,17,4
KANSAS,Cities,Pratt,6885,177,22,124,31,,,,,12,11,2,2,,7,,,,1,,43,19,122,,,27,19,5,3,,,157,3,2,29,44,,31,1,47,15,1,1,106,55,51,,,,,,,,,,
KANSAS,Cities,Rose Hill,3948,28,3,18,7,,,,,1,2,1,,,1,1,,1,1,,3,1,26,,,11,5,2,4,,,58,,,1,13,,17,3,24,1,,1,17,10,7,,,,,,,,,,
KANSAS,Cities,Rossville,1163,10,4,6,,,,,,,,,,,,,,,,,1,,4,1,,,,,,,,2,,,,,,,1,1,3,,,24,12,12,,,,,,,,,,
KANSAS,Cities,Russell,4520,83,17,54,12,,,,,7,10,1,1,,8,,,,1,,28,8,58,12,,24,11,11,2,,,52,,,7,14,,12,2,17,9,,,42,21,21,,,,,,1,,,,2
KANSAS,Cities,Sabetha,2568,27,4,14,9,,,,,1,1,1,,,,1,,1,,,10,2,21,,,4,3,,1,,,17,,,1,5,,5,1,5,4,,,9,5,4,,,,,,,,,,1
KANSAS,Cities,Salina,48155,1445,118,1118,209,1,1,,,38,90,20,21,,49,10,,10,23,,450,164,1294,25,,447,190,229,28,,,1805,3,1,375,309,3,355,178,581,106,23,24,674,344,330,,,,,,5,,,,41
KANSAS,Cities,Scott City,3815,52,10,30,12,,,,,3,3,2,1,,,,,,,,10,15,20,1,,20,15,4,1,,,36,,,11,4,,4,5,12,3,,1,18,10,8,,,,,,2,,,,1
KANSAS,Cities,Sedgwick,1712,7,,7,,,,,,,1,1,,,,,,,,,3,,10,,,,,,,,,4,,,,,,2,1,1,1,,,,,,,,,,,,,,,
KANSAS,Cities,Shawnee,63542,507,62,355,90,,,,,13,22,11,1,,10,,,,11,,150,64,495,6,3,272,32,98,142,,,774,1,2,128,94,4,244,51,250,139,12,21,385,232,153,,,,,,2,,,,13
KANSAS,Cities,South Hutchinson,2474,44,5,25,14,1,1,,,,,,,,,,,,,,20,4,36,6,,15,9,2,4,,,73,,,8,15,1,8,9,32,2,,,24,11,13,,,,,,,,,,1
KANSAS,Cities,Spring Hill,5511,67,9,47,11,,,,,3,3,,,,3,,,,1,,18,27,68,,,47,27,15,5,,,57,,,5,12,,7,7,26,3,1,2,36,20,16,,,,,,2,,,,5
KANSAS,Cities,Stafford,1032,6,2,3,1,,,,,,2,1,1,,,,,,,,3,6,7,,,7,6,,1,,,6,,,,1,,1,1,3,,,,2,1,1,,,,,,,,,,1
KANSAS,Cities,Sterling,2338,19,2,13,4,,,,,,1,,,,1,,,,1,,10,1,19,,,5,5,,,,,17,,,1,1,,1,1,13,,,,3,1,2,,,,,,,,,,
KANSAS,Cities,St. Marys,2678,17,4,7,6,,,,,,2,,1,,1,,,,1,,16,2,30,,,3,2,1,,,,14,,,2,3,,4,2,3,1,,,5,2,3,,,,,,,,,,1
KANSAS,Cities,Tonganoxie,5091,81,9,46,26,,,,,3,7,2,3,,2,2,,2,,,19,9,53,,1,13,11,1,1,,,57,,,2,13,1,11,14,16,6,,2,53,27,26,,,,,,,,,,1
KANSAS,Cities,Udall,749,4,1,2,1,,,,,,,,,,,,,,,,3,,6,1,,1,,,1,,,3,,,,,,1,,2,1,,,20,10,10,,,,,,,,,,1
KANSAS,Cities,Ulysses,6299,94,20,68,6,,,,,3,4,,2,,2,,,,2,,36,1,74,,,9,3,3,3,,,52,,,1,17,,16,7,11,5,1,,30,16,14,,,,,,,,,,4
KANSAS,Cities,Valley Center,6896,59,7,37,15,,,,,,2,1,,,1,,,,3,,20,10,66,4,,19,14,2,3,,,90,,,6,6,,44,8,26,8,,1,28,12,16,,,,,,1,,,,3
KANSAS,Cities,Wa Keeney,1827,14,1,10,3,,,,,,3,1,,,2,,,,1,,2,,17,,,1,,,1,,,15,,,4,3,,4,1,3,1,,2,16,8,8,,,,,,,,,,
KANSAS,Cities,Wathena,1374,22,6,12,4,,,,,,3,,,,3,,,,,,9,23,13,1,,25,22,3,,,,18,,,1,6,,4,2,5,3,,,40,19,21,,,,,,1,,,,1
KANSAS,Cities,Waverly,590,1,1,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,,,,,,,1
KANSAS,Cities,Wellington,8098,241,19,178,44,,,,,7,10,7,,,3,2,,2,1,,87,72,178,4,,116,90,21,5,,,332,,,54,74,1,39,22,142,11,1,5,88,43,45,,,,,,,,,,10
KANSAS,Cities,Wellsville,1862,10,1,8,1,,,,,,1,1,,,,,,,,,12,,21,,,1,,1,,,,19,,,2,9,,1,1,6,1,1,,2,1,1,,,,,,1,,,,
KANSAS,Cities,Westwood,1539,2,,2,,,,,,,,,,,,,,,,,10,,28,,,,,,,,,26,,,1,2,,16,3,4,3,,,,,,,,,,,,,,,
KANSAS,Cities,Wichita,386409,13980,2134,8579,3267,25,23,,2,114,675,230,34,,411,5,,5,134,,3857,913,7510,606,2,2230,1034,687,501,8,,15390,25,102,3507,3034,29,4469,1270,2954,1814,498,73,3590,2587,1003,,,,,,72,97,74,23,735
KANSAS,Cities,Yates Center,1417,18,4,10,4,,,,,,,,,,,,,,,,6,1,17,,,2,1,1,,,,13,,,,4,,,2,7,,,,21,11,10,,,,,,,,,,1
KANSAS,Universities and Colleges,Emporia State University,5976,5,1,4,,,,,,,,,,,,,,,,,1,,16,,,,,,,,,18,,,,7,,1,1,9,1,,,5,2,3,,,,,,,,,,
KANSAS,Universities and Colleges,Fort Hays State University,12802,15,2,11,2,,,,,,1,,1,,,,,,1,,6,,40,,,12,,12,,,,25,,,,6,,4,,15,,1,,11,7,4,,,,,,,,,,
KANSAS,Universities and Colleges,Kansas City Kansas Community College,7555,5,,5,,,,,,,,,,,,,,,,,2,,16,,,5,,5,,,,50,,,1,35,,7,4,3,1,1,,,,,,,,,,,,,,
KANSAS,Universities and Colleges,Kansas State University,23863,19,3,14,2,,,,,,1,,1,,,,,,,,23,2,51,,,7,,7,,,,108,,,,33,,16,4,55,4,2,,50,30,20,,,,,,,,,,
KANSAS,Universities and Colleges,Pittsburg State University,7275,14,3,9,2,,,,,,2,2,,,,,,,,,2,1,38,,,2,1,1,,,,90,,,1,43,1,21,3,21,1,,,13,6,7,,,,,,,,,,
KANSAS,Universities and Colleges,"University of Kansas, Main Campus",27939,27,,17,10,,,,,1,1,,,,1,,,,,,34,3,126,,,8,4,4,,,,175,,,,68,5,31,5,66,3,2,2,84,41,43,,,,,,,,,,4
KANSAS,Universities and Colleges,Washburn University,7303,7,1,6,,,,,,1,1,,,,1,,,,1,,10,2,24,1,,2,1,1,,,,51,,,,25,,11,6,9,5,1,,7,3,4,,,,,,,,,,
KANSAS,Universities and Colleges,Wichita State University,14909,19,,11,8,,,,,,1,1,,,,,,,3,,3,3,46,,,4,2,,2,,,110,1,,5,54,1,17,7,25,15,1,,4,2,2,,,,,,,,,,
KANSAS,Metropolitan Counties,Butler,,184,40,116,28,,,,,10,12,7,2,,3,2,,2,4,,166,30,355,2,,141,38,54,49,,,377,,,2,40,,48,96,191,46,1,1,144,73,71,,,,,,2,2,1,1,12
KANSAS,Metropolitan Counties,Doniphan,,16,4,9,3,,,,,,2,1,,,1,,,,2,,13,,17,,,3,2,1,,,,15,,,,1,,4,2,8,4,,,13,7,6,,,,,,,,,,
KANSAS,Metropolitan Counties,Douglas,,131,21,77,33,,,,,5,10,2,2,,6,,,,9,,64,6,108,,,27,5,16,6,,,99,,,,15,,25,2,57,13,2,11,64,31,33,,,,,,1,,,,4
KANSAS,Metropolitan Counties,Harvey,,49,7,33,9,,,,,2,4,1,,,3,,,,,,49,3,68,2,,3,1,,2,,,50,,,1,7,,9,3,30,4,,2,39,21,18,,,,,,,,,,2
KANSAS,Metropolitan Counties,Jackson,,90,12,64,14,,,,,3,5,,1,,4,,,,1,,41,15,58,,,36,17,7,12,,,72,,,,12,2,10,13,35,9,,2,60,33,27,,,,,,,,,,6
KANSAS,Metropolitan Counties,Jefferson,,159,33,95,31,,,,,2,8,2,2,,4,,,,3,,104,25,168,8,,48,32,9,7,,,213,,,6,26,,34,50,97,36,,6,58,29,29,,,,,,2,,,,
KANSAS,Metropolitan Counties,Johnson,,294,41,196,57,1,1,,,5,21,6,3,,12,1,,1,5,,83,32,136,,,61,16,20,24,1,,176,,,1,76,,53,4,42,24,1,5,317,178,139,,,,,,35,31,17,14,6
KANSAS,Metropolitan Counties,Kingman,,27,4,18,5,,,,,1,3,2,,,1,,,,1,,29,,29,,,4,1,2,1,,,36,,,,7,,3,2,24,4,1,,9,5,4,,,,,,,,,,1
KANSAS,Metropolitan Counties,Leavenworth,,216,59,112,45,,,,,8,9,4,1,,4,,,,22,,101,10,194,3,1,44,19,11,14,,,159,,,,67,,14,7,71,30,1,11,68,34,34,,,,,,1,,,,9
KANSAS,Metropolitan Counties,Linn,,87,16,50,21,,,,,3,9,3,3,,3,1,,1,5,,51,3,87,,,8,6,1,1,,,70,,,1,11,2,5,8,43,14,,3,93,52,41,,,,,,1,,,,5
KANSAS,Metropolitan Counties,Miami,,110,14,71,25,,,,,4,25,9,4,,12,2,1,1,12,,85,,116,,,53,2,41,10,,,116,,,3,22,,14,11,66,22,,1,54,29,25,,,,,,1,,,,2
KANSAS,Metropolitan Counties,Osage,,60,22,37,1,,,,,2,5,1,1,,3,,,,2,,36,3,54,,,8,7,,1,,,70,,,2,10,,12,14,32,7,,2,34,14,20,,,,,,,,,,
KANSAS,Metropolitan Counties,Pottawatomie,,240,33,135,72,,,,,3,5,2,,,3,1,,1,13,,54,17,123,6,,42,30,10,2,,,169,,,26,35,,36,19,53,16,1,1,76,36,40,,,,,,,,,,10
KANSAS,Metropolitan Counties,Riley County Police Department,,943,124,814,5,1,1,,,4,51,27,3,,21,4,,4,14,,226,55,764,1,1,78,10,56,12,,,1093,3,2,145,178,,217,61,487,40,22,5,556,341,215,,,,,,3,12,6,6,33
KANSAS,Metropolitan Counties,Shawnee,,390,68,279,43,3,3,,,18,13,4,2,,7,,,,14,,268,30,534,,,29,4,21,4,,,667,1,,14,111,,111,224,206,66,4,19,267,142,125,,,,,,,,,,16
KANSAS,Metropolitan Counties,Sumner,,74,20,43,11,,,,,7,4,1,,,3,,,,1,1,59,1,71,,,8,1,1,6,,,82,,,2,14,,9,13,44,7,1,,38,20,18,,,,,,,,,,1
KANSAS,Metropolitan Counties,Wabaunsee,,34,8,23,3,,,,,1,1,1,,,,,,,1,,13,1,29,,,2,2,,,,,33,,,,6,,2,4,21,10,,1,15,7,8,,,,,,,1,1,,4
KANSAS,Metropolitan Counties,Wyandotte,,77,17,50,10,,,,,2,3,,1,,2,,,,2,,2,5,93,,,16,5,2,9,,,39,,,,4,,18,7,10,3,2,4,61,35,26,,,,,,,,,,5
KANSAS,Nonmetropolitan Counties,Allen,,50,3,39,8,,,,,1,6,1,1,,4,,,,3,,17,3,39,,,9,3,4,2,,,57,,,2,8,,2,6,39,4,,,24,12,12,,,,,,,,,,3
KANSAS,Nonmetropolitan Counties,Anderson,,31,8,19,4,,,,,2,2,,,,2,,,,1,,41,4,41,,,8,5,1,2,,,32,,,,1,,2,6,23,6,,,28,15,13,,,,,,,,,,2
KANSAS,Nonmetropolitan Counties,Barber,,12,5,7,,,,,,,2,,1,,1,,,,1,,5,1,23,,,2,2,,,,,36,,,,6,,2,2,26,5,,1,10,5,5,,,,,,,,,,1
KANSAS,Nonmetropolitan Counties,Barton,,72,9,46,17,,,,,,3,1,,,2,,,,1,,51,1,86,1,,6,3,2,1,,,87,,,,9,,10,18,50,7,1,,20,9,11,,,,,,,,,,1
KANSAS,Nonmetropolitan Counties,Bourbon,,61,14,42,5,,,,,,9,3,1,,5,,,,3,,58,1,85,1,,12,,10,2,,,68,,,1,9,,9,7,42,9,,,13,8,5,,,,,,,,,,2
KANSAS,Nonmetropolitan Counties,Brown,,52,6,33,13,1,1,,,,11,4,4,,3,,,,2,,20,4,31,,,8,6,1,1,,,36,,,,3,,2,8,23,4,,2,39,20,19,,,,,,,1,,1,
KANSAS,Nonmetropolitan Counties,Chase,,15,7,5,3,,,,,,,,,,,,,,1,,3,,8,,,,,,,,,7,,,,2,,,,5,1,,,5,1,4,,,,,,,,,,1
KANSAS,Nonmetropolitan Counties,Chautauqua,,20,3,16,1,,,,,1,,,,,,,,,1,,9,,12,,,,,,,,,13,,,,4,,2,1,6,1,,,20,10,10,,,,,,,,,,
KANSAS,Nonmetropolitan Counties,Cherokee,,81,17,56,8,2,2,,,1,6,3,,,3,,,,13,,126,1,146,,,16,4,9,3,,,122,,,,23,,15,16,68,23,1,3,144,74,70,,,,,,,,,,4
KANSAS,Nonmetropolitan Counties,Cheyenne,,14,3,8,3,,,,,,2,,2,,,1,,1,,,4,1,20,,,2,1,,1,,,19,,,,2,,2,,15,1,,,3,2,1,,,,,,,,,,
